Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
1173,53.758183849044144,135,"(35.68000411987305,302.935546875,15.253758430480957)","(-44.99999237060547,-179.9996795654297,9.211869114733595e-12)","(25.677188873291016,302.93115234375,0.2341274619102478)","(0.4976270794868469,179.99000549316406,-1.4489742517471313)","Vector3D(x=0.011703, y=0.252053, z=1.141130)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(3.698916780043175e-17,),'hand_brake':False,'gear':0)"
1174,53.8081838497892,135,"(35.677188873291016,302.9294128417969,15.234127044677734)","(-44.99998092651367,179.99000549316406,0.0)","(25.676271438598633,302.9361267089844,0.2668008506298065)","(0.6622482538223267,179.98214721679688,-1.637939453125)","Vector3D(x=0.001359, y=0.048164, z=0.439712)","('throttle':(0.0,),'brake':(0.1556587666273117,),'steering':(1.775258351699449e-05,),'hand_brake':False,'gear':0)"
1175,53.85818385053426,135,"(35.67626953125,302.9330139160156,15.266799926757812)","(-44.99998092651367,179.98214721679688,0.0)","(25.676513671875,302.9368591308594,0.2779842019081116)","(0.6189107298851013,179.9853057861328,-1.4077144861221313)","Vector3D(x=-0.002483, y=-0.041607, z=0.103043)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(8.082339627435431e-05,),'hand_brake':False,'gear':0)"
1176,53.90818385127932,135,"(35.676513671875,302.9342956542969,15.277984619140625)","(-44.99998092651367,179.9853057861328,0.0)","(25.677108764648438,302.93658447265625,0.2790752649307251)","(0.5121275782585144,179.9904327392578,-1.114288330078125)","Vector3D(x=-0.003331, y=-0.047122, z=-0.043919)","('throttle':(0.0,),'brake':(0.23420563340187073,),'steering':(3.609915802371688e-05,),'hand_brake':False,'gear':0)"
1177,53.958183852024376,135,"(35.67710876464844,302.9349060058594,15.279075622558594)","(-44.99998092651367,179.9904327392578,0.0)","(25.677736282348633,302.9362487792969,0.2760011851787567)","(0.3997846245765686,179.9943084716797,-0.8566893935203552)","Vector3D(x=-0.003075, y=-0.039300, z=-0.095926)","('throttle':(0.0,),'brake':(0.32910293340682983,),'steering':(-5.52716073798365e-06,),'hand_brake':False,'gear':0)"
1178,54.008183852769434,135,"(35.677734375,302.93524169921875,15.2760009765625)","(-44.99999237060547,179.99427795410156,0.0)","(25.678285598754883,302.93603515625,0.2716955244541168)","(0.30212655663490295,179.99676513671875,-0.6518859267234802)","Vector3D(x=-0.002509, y=-0.030444, z=-0.103261)","('throttle':(0.0,),'brake':(0.25313401222229004,),'steering':(-6.853472314105602e-06,),'hand_brake':False,'gear':0)"
1179,54.05818385351449,135,"(35.67828369140625,302.9354553222656,15.271695137023926)","(-44.99997329711914,179.99676513671875,0.0)","(25.678728103637695,302.9358825683594,0.26749616861343384)","(0.223866268992424,179.99827575683594,-0.49426260590553284)","Vector3D(x=-0.001934, y=-0.023057, z=-0.091918)","('throttle':(0.0,),'brake':(0.24309837818145752,),'steering':(-5.272001999401255e-06,),'hand_brake':False,'gear':0)"
1180,54.10818385425955,135,"(35.67872619628906,302.9355773925781,15.267496109008789)","(-44.99998092651367,179.99826049804688,0.0)","(25.67906379699707,302.93572998046875,0.26392117142677307)","(0.16382208466529846,179.9990997314453,-0.3742675483226776)","Vector3D(x=-0.001447, y=-0.017353, z=-0.074738)","('throttle':(0.0,),'brake':(0.27211782336235046,),'steering':(-4.638182872440666e-06,),'hand_brake':False,'gear':0)"
1181,54.15818385500461,135,"(35.67906188964844,302.9355773925781,15.263920783996582)","(-44.99998092651367,179.9990997314453,-3.684747645893438e-11)","(25.679317474365234,302.9356689453125,0.2610898017883301)","(0.11891358345746994,179.9995574951172,-0.28326407074928284)","Vector3D(x=-0.001063, y=-0.013051, z=-0.057618)","('throttle':(0.0,),'brake':(0.3055950999259949,),'steering':(-3.90389595850138e-06,),'hand_brake':False,'gear':0)"
1182,54.20818385574967,135,"(35.679317474365234,302.9355773925781,15.261088371276855)","(-44.99999237060547,179.99952697753906,0.0)","(25.67950439453125,302.9355773925781,0.25894686579704285)","(0.08585547655820847,179.9998016357422,-0.21438592672348022)","Vector3D(x=-0.000773, y=-0.009824, z=-0.042887)","('throttle':(0.0,),'brake':(0.33973363041877747,),'steering':(-1.2834819926865748e-06,),'hand_brake':False,'gear':0)"
