Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
4692,192.55378921842203,135,vehicle.lincoln.mkz_2017,"Location(x=-10.888862, y=112.515114, z=0.357030)","Rotation(pitch=-0.019930, yaw=137.194092, roll=-0.021606)"
