Frame,Timestamp,ActorID,ActorType,SpeedLimitValue(km/h),Velocity
3237,141.04691778682172,135,vehicle.lincoln.mkz_2017,30.0,30.114454306685225
3238,141.09691778756678,135,vehicle.lincoln.mkz_2017,30.0,30.21224090980565
3239,141.14691778831184,135,vehicle.lincoln.mkz_2017,30.0,30.368962867812673
3240,141.1969177890569,135,vehicle.lincoln.mkz_2017,30.0,30.15171064403319
3241,141.24691778980196,135,vehicle.lincoln.mkz_2017,30.0,30.18531553798661
3243,141.34691779129207,135,vehicle.lincoln.mkz_2017,30.0,30.066261745342878
3245,141.4469177927822,135,vehicle.lincoln.mkz_2017,30.0,30.039390201737014
