Frame,Timestamp,ActorID,ActorType,DeltaAcceleration(m/s),ChangePos,MayRapidAcceleration/MayRapiDeceleration
4064,138.65696091391146,135,vehicle.lincoln.mkz_2017,23.373874798464257,"Transform(Location(x=84.007187, y=236.601151, z=0.234127), Rotation(pitch=0.497627, yaw=179.989990, roll=-1.448974))",MayRapidAcceleration
4065,138.70696091465652,135,vehicle.lincoln.mkz_2017,-8.763390444050804,"Transform(Location(x=84.006271, y=236.606125, z=0.266801), Rotation(pitch=0.662248, yaw=179.982147, roll=-1.637939))",MayRapiDeceleration
4066,138.75696091540158,135,vehicle.lincoln.mkz_2017,-7.641431349544026,"Transform(Location(x=84.006493, y=236.606873, z=0.277984), Rotation(pitch=0.618911, yaw=179.985306, roll=-1.407714))",MayRapiDeceleration
4168,143.8569609913975,135,vehicle.lincoln.mkz_2017,9.630719147860935,"Transform(Location(x=78.222031, y=236.583725, z=0.253982), Rotation(pitch=-0.025818, yaw=-179.686005, roll=0.000216))",MayRapidAcceleration
4170,143.95696099288762,135,vehicle.lincoln.mkz_2017,12.05826087981138,"Transform(Location(x=78.190887, y=236.583527, z=0.254752), Rotation(pitch=-0.114378, yaw=-179.684601, roll=0.000698))",MayRapidAcceleration
4171,144.00696099363267,135,vehicle.lincoln.mkz_2017,-18.476510432726577,"Transform(Location(x=78.191139, y=236.583527, z=0.255229), Rotation(pitch=-0.169279, yaw=-179.684845, roll=0.000845))",MayRapiDeceleration
4469,158.90696121565998,135,vehicle.lincoln.mkz_2017,20.11053351665113,"Transform(Location(x=48.877544, y=237.489746, z=0.254629), Rotation(pitch=-0.100335, yaw=164.673843, roll=-0.017456))",MayRapidAcceleration
4470,158.95696121640503,135,vehicle.lincoln.mkz_2017,-9.884222329927923,"Transform(Location(x=48.872566, y=237.491486, z=0.255344), Rotation(pitch=-0.182489, yaw=164.646484, roll=-0.058228))",MayRapiDeceleration
4471,159.0069612171501,135,vehicle.lincoln.mkz_2017,-12.799619083967443,"Transform(Location(x=48.872601, y=237.491486, z=0.255394), Rotation(pitch=-0.188349, yaw=164.646500, roll=-0.057098))",MayRapiDeceleration
4568,163.85696128942072,135,vehicle.lincoln.mkz_2017,18.7494893057796,"Transform(Location(x=43.835262, y=242.216751, z=0.254397), Rotation(pitch=-0.073520, yaw=122.380165, roll=-0.036774))",MayRapidAcceleration
4569,163.90696129016578,135,vehicle.lincoln.mkz_2017,-18.069261632130743,"Transform(Location(x=43.829704, y=242.229446, z=0.254798), Rotation(pitch=-0.119685, yaw=122.259438, roll=-0.067108))",MayRapiDeceleration
5095,190.20696168206632,135,vehicle.lincoln.mkz_2017,9.884885291032614,"Transform(Location(x=41.564594, y=287.858795, z=0.254024), Rotation(pitch=-0.030640, yaw=88.857933, roll=0.000127))",MayRapidAcceleration
5096,190.25696168281138,135,vehicle.lincoln.mkz_2017,-8.903226484519557,"Transform(Location(x=41.564648, y=287.861786, z=0.254089), Rotation(pitch=-0.038147, yaw=88.858070, roll=0.000046))",MayRapiDeceleration
5127,191.80696170590818,135,vehicle.lincoln.mkz_2017,6.4045971451180685,"Transform(Location(x=41.569771, y=288.135040, z=0.253928), Rotation(pitch=-0.019589, yaw=88.887619, roll=0.000305))",MayRapidAcceleration
5347,202.80696186982095,135,vehicle.lincoln.mkz_2017,20.557788243300923,"Transform(Location(x=40.601112, y=299.551697, z=0.254342), Rotation(pitch=-0.067291, yaw=111.641563, roll=0.050468))",MayRapidAcceleration
5348,202.856961870566,135,vehicle.lincoln.mkz_2017,-20.21107350799241,"Transform(Location(x=40.596016, y=299.558075, z=0.254663), Rotation(pitch=-0.104276, yaw=111.810493, roll=0.084547))",MayRapiDeceleration
6206,245.75696250982583,135,vehicle.lincoln.mkz_2017,10.150957833972654,"Transform(Location(x=-3.440887, y=255.688766, z=0.254014), Rotation(pitch=-0.029541, yaw=-90.030327, roll=0.000145))",MayRapidAcceleration
6207,245.80696251057088,135,vehicle.lincoln.mkz_2017,-9.450782986837652,"Transform(Location(x=-3.440892, y=255.685776, z=0.254102), Rotation(pitch=-0.039615, yaw=-90.030411, roll=-0.000153))",MayRapiDeceleration
6217,246.30696251802146,135,vehicle.lincoln.mkz_2017,9.213051715498256,"Transform(Location(x=-3.441404, y=255.538757, z=0.253925), Rotation(pitch=-0.019323, yaw=-90.002617, roll=-0.000183))",MayRapidAcceleration
6218,246.35696251876652,135,vehicle.lincoln.mkz_2017,-9.093397683359386,"Transform(Location(x=-3.441407, y=255.535812, z=0.254011), Rotation(pitch=-0.029144, yaw=-90.002739, roll=-0.000183))",MayRapiDeceleration
6250,247.95696254260838,135,vehicle.lincoln.mkz_2017,8.00337987987309,"Transform(Location(x=-3.441560, y=255.193787, z=0.253930), Rotation(pitch=-0.019869, yaw=-90.017632, roll=0.000000))",MayRapidAcceleration
6251,248.00696254335344,135,vehicle.lincoln.mkz_2017,-8.033878441879745,"Transform(Location(x=-3.441563, y=255.190842, z=0.253996), Rotation(pitch=-0.027410, yaw=-90.017761, roll=0.000019))",MayRapiDeceleration
6283,249.6069625671953,135,vehicle.lincoln.mkz_2017,6.57033729239445,"Transform(Location(x=-3.442026, y=254.903061, z=0.253926), Rotation(pitch=-0.019411, yaw=-90.011032, roll=-0.000122))",MayRapidAcceleration
