Frame,Timestamp,ActorID,ActorType,TrafficLightID,TrafficLightPos,ActorVelocity
1924,90.59504743898287,135,vehicle.lincoln.mkz_2017,30,"Location(x=146.000000, y=184.829971, z=0.220000)","[1.2404633107861383, 0.05306083539261001, 0.0780040629795248, 0.05316507276270524, 0.08047959776493643, 0.05965765930353934, 0.12662220919044925, 0.1999923799174359, 0.34711375401948164, 0.44844389317694444, 0.5824654707955635, 0.7179275395377688, 0.8258517558962367, 0.9385893784853461, 1.0677938304877828, 1.1483265814087402, 1.180960274772446, 1.2507563528385244, 1.3208146544737076]"
