Frame,Timestamp,ActorID,ActorType,Other_ActorID,Other_ActorType,CollisionPos,CollisionDegree
2351,116.94659890513867,135,vehicle.lincoln.mkz_2017,0,static.road,"Location(x=189.816635, y=268.989716, z=0.253922)","Vector3D(x=0.000000, y=-0.000000, z=547.275208)"
2707,134.74659917037934,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.841797, y=299.767731, z=0.304286)","Vector3D(x=576.218384, y=878.758789, z=-95.762589)"
2707,134.74659917037934,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.841797, y=299.767731, z=0.304286)","Vector3D(x=282.391113, y=432.067871, z=-46.361313)"
2707,134.74659917037934,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.708740, y=299.843414, z=0.306075)","Vector3D(x=157.999832, y=242.093353, z=-25.686014)"
2708,134.7965991711244,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.708740, y=299.843414, z=0.306075)","Vector3D(x=188.825485, y=289.668365, z=-30.501535)"
2708,134.7965991711244,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.708740, y=299.843414, z=0.306075)","Vector3D(x=213.104187, y=327.684845, z=-34.295189)"
2708,134.7965991711244,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.708740, y=299.843414, z=0.306075)","Vector3D(x=144.707993, y=223.253174, z=-23.237148)"
2708,134.7965991711244,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.621536, y=299.912567, z=0.309788)","Vector3D(x=126.995201, y=196.484039, z=-20.368176)"
2708,134.7965991711244,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.621536, y=299.912567, z=0.309788)","Vector3D(x=135.267120, y=209.841171, z=-21.690243)"
2709,134.84659917186946,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.621536, y=299.912567, z=0.309788)","Vector3D(x=139.531982, y=216.995255, z=-22.368608)"
2709,134.84659917186946,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.621536, y=299.912567, z=0.309788)","Vector3D(x=141.450562, y=220.496735, z=-22.669550)"
2709,134.84659917186946,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.543823, y=299.971893, z=0.312148)","Vector3D(x=145.650101, y=227.559738, z=-23.335823)"
2709,134.84659917186946,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.543823, y=299.971893, z=0.312148)","Vector3D(x=143.875519, y=225.285736, z=-23.043013)"
2709,134.84659917186946,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.543823, y=299.971893, z=0.312148)","Vector3D(x=144.782639, y=227.208191, z=-23.182507)"
2710,134.89659917261451,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.543823, y=299.971893, z=0.312148)","Vector3D(x=147.456818, y=231.921799, z=-23.606586)"
2710,134.89659917261451,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.543823, y=299.971893, z=0.312148)","Vector3D(x=146.877975, y=231.532181, z=-23.510117)"
2710,134.89659917261451,135,vehicle.lincoln.mkz_2017,0,static.pole,"Location(x=184.475784, y=300.024658, z=0.313718)","Vector3D(x=146.037125, y=230.735016, z=-23.374285)"
