Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
2014,85.50420294655487,135,"(60.53001022338867,105.43547821044922,15.253758430480957)","(-45.00000762939453,-179.9998016357422,9.211870849457071e-12)","(50.52718734741211,105.43113708496094,0.23412734270095825)","(0.49762022495269775,179.989990234375,-1.4489744901657104)","Vector3D(x=0.011703, y=0.252050, z=1.141124)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(2.4151700233606857e-17,),'hand_brake':False,'gear':0)"
2015,85.55420294729993,135,"(60.52718734741211,105.42938995361328,15.234127044677734)","(-44.99999237060547,179.989990234375,0.0)","(50.52626037597656,105.43608856201172,0.26680058240890503)","(0.6622346043586731,179.98214721679688,-1.6379088163375854)","Vector3D(x=0.001360, y=0.048165, z=0.439708)","('throttle':(0.0,),'brake':(0.15571044385433197,),'steering':(-1.1781525245169178e-05,),'hand_brake':False,'gear':0)"
2016,85.60420294804499,135,"(60.5262565612793,105.43297576904297,15.266799926757812)","(-44.99998092651367,179.98214721679688,0.0)","(50.52650451660156,105.43683624267578,0.2779838442802429)","(0.6188902258872986,179.9853057861328,-1.4077144861221313)","Vector3D(x=-0.002485, y=-0.041609, z=0.103043)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-7.844068022677675e-05,),'hand_brake':False,'gear':0)"
2017,85.65420294879004,135,"(60.5265007019043,105.43427276611328,15.277982711791992)","(-44.99998092651367,179.9853057861328,0.0)","(50.527099609375,105.43657684326172,0.27907508611679077)","(0.5121207237243652,179.9904327392578,-1.1142578125)","Vector3D(x=-0.003331, y=-0.047121, z=-0.043918)","('throttle':(0.0,),'brake':(0.23394572734832764,),'steering':(5.009097731090151e-05,),'hand_brake':False,'gear':0)"
2018,85.7042029495351,135,"(60.527099609375,105.43489837646484,15.279074668884277)","(-44.99998092651367,179.9904327392578,0.0)","(50.52772521972656,105.43626403808594,0.2760010063648224)","(0.3997846245765686,179.9943084716797,-0.8566589951515198)","Vector3D(x=-0.003074, y=-0.039299, z=-0.095925)","('throttle':(0.0,),'brake':(0.329105406999588,),'steering':(2.0389887140481733e-05,),'hand_brake':False,'gear':0)"
2019,85.75420295028016,135,"(60.5277214050293,105.43527221679688,15.2760009765625)","(-44.99999237060547,179.99427795410156,0.0)","(50.52827072143555,105.4360122680664,0.2716953158378601)","(0.30211973190307617,179.99676513671875,-0.6518859267234802)","Vector3D(x=-0.002509, y=-0.030443, z=-0.103260)","('throttle':(0.0,),'brake':(0.25317421555519104,),'steering':(-7.067304522934137e-06,),'hand_brake':False,'gear':0)"
2020,85.80420295102522,135,"(60.52827072143555,105.4354476928711,15.271695137023926)","(-44.99997329711914,179.99676513671875,0.0)","(50.52871322631836,105.43582916259766,0.2674960792064667)","(0.223866268992424,179.99826049804688,-0.49423202872276306)","Vector3D(x=-0.001934, y=-0.023057, z=-0.091917)","('throttle':(0.0,),'brake':(0.24310089647769928,),'steering':(-1.1117187568743248e-05,),'hand_brake':False,'gear':0)"
2021,85.85420295177028,135,"(60.528709411621094,105.4355239868164,15.267496109008789)","(-44.99998092651367,179.99826049804688,0.0)","(50.529052734375,105.43569946289062,0.2639210522174835)","(0.16382208466529846,179.9990997314453,-0.3742370009422302)","Vector3D(x=-0.001447, y=-0.017354, z=-0.074737)","('throttle':(0.0,),'brake':(0.2720794081687927,),'steering':(-6.251720606087474e-06,),'hand_brake':False,'gear':0)"
2022,85.90420295251533,135,"(60.529052734375,105.43553161621094,15.263920783996582)","(-44.99998092651367,179.9990997314453,-3.684747645893438e-11)","(50.52930450439453,105.43560028076172,0.2610897719860077)","(0.11890675872564316,179.9995574951172,-0.28326407074928284)","Vector3D(x=-0.001063, y=-0.013051, z=-0.057617)","('throttle':(0.0,),'brake':(0.30562567710876465,),'steering':(-4.5101578507456e-06,),'hand_brake':False,'gear':0)"
2023,85.95420295326039,135,"(60.52930450439453,105.4355239868164,15.261088371276855)","(-44.99999237060547,179.99952697753906,0.0)","(50.52949142456055,105.43553161621094,0.25894683599472046)","(0.08585547655820847,179.9998016357422,-0.21438592672348022)","Vector3D(x=-0.000773, y=-0.009824, z=-0.042886)","('throttle':(0.0,),'brake':(0.33970025181770325,),'steering':(-2.3808859168639174e-06,),'hand_brake':False,'gear':0)"
