Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
1867,53.99747464526445,135,"(193.82431030273438,230.5500946044922,15.253758430480957)","(-45.000003814697266,-90.00008392333984,0.0)","(193.82884216308594,220.5471954345703,0.23412714898586273)","(0.49762022495269775,-90.01006317138672,-1.448943853378296)","Vector3D(x=-0.252049, y=0.011703, z=1.141119)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(1.1706172347705517e-17,),'hand_brake':False,'gear':0)"
1868,54.047474646009505,135,"(193.83059692382812,230.54718017578125,15.234127044677734)","(-44.9999885559082,-90.01006317138672,0.0)","(193.82386779785156,220.54627990722656,0.2668006420135498)","(0.6622278094291687,-90.01789855957031,-1.637908935546875)","Vector3D(x=-0.048162, y=0.001360, z=0.439712)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(3.848206998741235e-17,),'hand_brake':False,'gear':0)"
1869,54.09747464675456,135,"(193.8269805908203,230.54627990722656,15.266799926757812)","(-44.9999885559082,-90.01786804199219,0.0)","(193.8231201171875,220.54653930664062,0.27798378467559814)","(0.6188902258872986,-90.01473999023438,-1.407684087753296)","Vector3D(x=0.041607, y=-0.002484, z=0.103041)","('throttle':(0.0,),'brake':(0.15565764904022217,),'steering':(1.7107517123804428e-05,),'hand_brake':False,'gear':0)"
1870,54.14747464749962,135,"(193.82569885253906,230.54653930664062,15.277982711791992)","(-44.9999885559082,-90.01473236083984,0.0)","(193.82339477539062,220.54710388183594,0.27907493710517883)","(0.5121207237243652,-90.00960540771484,-1.1142579317092896)","Vector3D(x=0.047121, y=-0.003332, z=-0.043921)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(1.8323748008697294e-05,),'hand_brake':False,'gear':0)"
1871,54.19747464824468,135,"(193.8250732421875,230.54710388183594,15.279074668884277)","(-45.000003814697266,-90.00958251953125,2.414836444586399e-06)","(193.82373046875,220.54771423339844,0.2760007381439209)","(0.39977094531059265,-90.00574493408203,-0.8566590547561646)","Vector3D(x=0.039298, y=-0.003075, z=-0.095925)","('throttle':(0.0,),'brake':(0.2341940551996231,),'steering':(3.631982053775573e-06,),'hand_brake':False,'gear':0)"
1872,54.24747464898974,135,"(193.82473754882812,230.54771423339844,15.2760009765625)","(-45.000003814697266,-90.00574493408203,2.414836444586399e-06)","(193.82394409179688,220.54827880859375,0.27169525623321533)","(0.30211973190307617,-90.0032730102539,-0.6518859267234802)","Vector3D(x=0.030443, y=-0.002509, z=-0.103260)","('throttle':(0.0,),'brake':(0.32913723587989807,),'steering':(-2.175304871343542e-06,),'hand_brake':False,'gear':0)"
1873,54.297474649734795,135,"(193.8245086669922,230.54827880859375,15.271695137023926)","(-44.9999885559082,-90.00326538085938,0.0)","(193.82411193847656,220.54872131347656,0.2674960196018219)","(0.223866268992424,-90.00176239013672,-0.49423202872276306)","Vector3D(x=0.023056, y=-0.001934, z=-0.091913)","('throttle':(0.0,),'brake':(0.25309857726097107,),'steering':(-7.052962587295042e-07,),'hand_brake':False,'gear':0)"
1874,54.34747465047985,135,"(193.8244171142578,230.54872131347656,15.267496109008789)","(-44.99999237060547,-90.00175476074219,0.0)","(193.82424926757812,220.54905700683594,0.2639210522174835)","(0.16382208466529846,-90.00098419189453,-0.374237060546875)","Vector3D(x=0.017353, y=-0.001447, z=-0.074736)","('throttle':(0.0,),'brake':(0.2430659830570221,),'steering':(-1.0892168056386708e-08,),'hand_brake':False,'gear':0)"
1875,54.39747465122491,135,"(193.8244171142578,230.54905700683594,15.263920783996582)","(-44.99999237060547,-90.0009765625,-2.414836444586399e-06)","(193.82432556152344,220.5492706298828,0.26108986139297485)","(0.11890675872564316,-90.00049591064453,-0.2832641899585724)","Vector3D(x=0.013051, y=-0.001063, z=-0.057620)","('throttle':(0.0,),'brake':(0.2721595764160156,),'steering':(-6.813368713665113e-07,),'hand_brake':False,'gear':0)"
1876,54.44747465196997,135,"(193.8244171142578,230.5492706298828,15.261089324951172)","(-45.000003814697266,-90.00048065185547,-2.414836444586399e-06)","(193.8244171142578,220.54946899414062,0.25894680619239807)","(0.08585547655820847,-90.00020599365234,-0.21438592672348022)","Vector3D(x=0.009824, y=-0.000773, z=-0.042888)","('throttle':(0.0,),'brake':(0.3056490123271942,),'steering':(-9.875304840534227e-07,),'hand_brake':False,'gear':0)"
1877,54.49747465271503,135,"(193.82444763183594,230.54946899414062,15.258946418762207)","(-44.9999885559082,-90.00020599365234,0.0)","(193.82444763183594,220.5496368408203,0.25737452507019043)","(0.06174490600824356,-90.0000991821289,-0.1622619777917862)","Vector3D(x=0.007404, y=-0.000559, z=-0.031136)","('throttle':(0.0,),'brake':(0.3397301435470581,),'steering':(-6.10989616234292e-07,),'hand_brake':False,'gear':0)"
1878,54.547474653460085,135,"(193.82444763183594,230.54962158203125,15.257373809814453)","(-45.000003814697266,-90.00008392333984,0.0)","(193.82449340820312,220.5497589111328,0.2562471330165863)","(0.04432109370827675,-89.99999237060547,-0.12280269712209702)","Vector3D(x=0.005586, y=-0.000402, z=-0.022183)","('throttle':(0.0,),'brake':(0.369890421628952,),'steering':(-1.7034069799137797e-07,),'hand_brake':False,'gear':0)"
1879,54.59747465420514,135,"(193.82449340820312,230.5497589111328,15.256247520446777)","(-44.9999885559082,-89.99995422363281,0.0)","(193.8245086669922,220.54986572265625,0.2554532587528229)","(0.03176720812916756,-89.99993133544922,-0.09292600303888321)","Vector3D(x=0.004219, y=-0.000288, z=-0.015579)","('throttle':(0.0,),'brake':(0.3860507905483246,),'steering':(1.8490158737449747e-08,),'hand_brake':False,'gear':0)"
1880,54.6474746549502,135,"(193.82449340820312,230.54986572265625,15.255452156066895)","(-44.9999885559082,-89.99995422363281,0.0)","(193.8245391845703,220.54991149902344,0.2549018859863281)","(0.022730868309736252,-89.99994659423828,-0.070343017578125)","Vector3D(x=0.003188, y=-0.000207, z=-0.010808)","('throttle':(0.0,),'brake':(0.40049368143081665,),'steering':(1.0457710253319874e-08,),'hand_brake':False,'gear':0)"
1881,54.69747465569526,135,"(193.82452392578125,230.54989624023438,15.254901885986328)","(-44.9999885559082,-89.99995422363281,0.0)","(193.8245391845703,220.54995727539062,0.2545236051082611)","(0.016262680292129517,-89.99993896484375,-0.0532226487994194)","Vector3D(x=0.002410, y=-0.000148, z=-0.007431)","('throttle':(0.0,),'brake':(0.34051278233528137,),'steering':(-5.374684164394239e-08,),'hand_brake':False,'gear':0)"
