Frame,Timestamp,ActorID,ActorType,DeltaAcceleration(m/s),ChangePos,MayRapidAcceleration/MayRapiDeceleration
1161,53.97594322450459,135,vehicle.lincoln.mkz_2017,23.373694652812095,"Transform(Location(x=132.401123, y=213.802795, z=0.234127), Rotation(pitch=0.497620, yaw=89.989967, roll=-1.448944))",MayRapidAcceleration
1162,54.02594322524965,135,vehicle.lincoln.mkz_2017,-8.763429257081338,"Transform(Location(x=132.406082, y=213.803711, z=0.266801), Rotation(pitch=0.662248, yaw=89.982109, roll=-1.637909))",MayRapiDeceleration
1163,54.075943225994706,135,vehicle.lincoln.mkz_2017,-7.641161968691432,"Transform(Location(x=132.406830, y=213.803452, z=0.277984), Rotation(pitch=0.618911, yaw=89.985275, roll=-1.407684))",MayRapiDeceleration
1195,55.675943249836564,135,vehicle.lincoln.mkz_2017,7.669319713190685,"Transform(Location(x=132.405411, y=213.810959, z=0.253569), Rotation(pitch=0.021993, yaw=89.999619, roll=-0.000275))",MayRapidAcceleration
1442,68.0259434338659,135,vehicle.lincoln.mkz_2017,12.767446482462026,"Transform(Location(x=133.785858, y=235.268021, z=0.254271), Rotation(pitch=-0.059081, yaw=68.798836, roll=0.003290))",MayRapidAcceleration
1443,68.07594343461096,135,vehicle.lincoln.mkz_2017,8.804078697247597,"Transform(Location(x=133.795090, y=235.286591, z=0.255095), Rotation(pitch=-0.153843, yaw=68.640640, roll=-0.062531))",MayRapidAcceleration
1444,68.12594343535602,135,vehicle.lincoln.mkz_2017,-17.645903820703648,"Transform(Location(x=133.798798, y=235.292511, z=0.255269), Rotation(pitch=-0.173944, yaw=68.589867, roll=-0.058990))",MayRapiDeceleration
1538,72.82594350539148,135,vehicle.lincoln.mkz_2017,19.57851182128106,"Transform(Location(x=137.847992, y=238.350861, z=0.254405), Rotation(pitch=-0.074524, yaw=28.891518, roll=-0.049438))",MayRapidAcceleration
1539,72.87594350613654,135,vehicle.lincoln.mkz_2017,-20.13917361159482,"Transform(Location(x=137.852203, y=238.352219, z=0.254701), Rotation(pitch=-0.108552, yaw=28.853512, roll=-0.072449))",MayRapiDeceleration
1880,89.92594376020133,135,vehicle.lincoln.mkz_2017,7.187122653893811,"Transform(Location(x=153.593506, y=239.736969, z=0.253939), Rotation(pitch=-0.020873, yaw=2.169818, roll=-0.000763))",MayRapidAcceleration
1881,89.9759437609464,135,vehicle.lincoln.mkz_2017,-7.758848050379521,"Transform(Location(x=153.596420, y=239.737045, z=0.253998), Rotation(pitch=-0.027621, yaw=2.169314, roll=-0.000732))",MayRapiDeceleration
