Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
2917,104.9196881861426,135,vehicle.lincoln.mkz_2017,"Location(x=-4.763073, y=202.514526, z=0.253937)","Rotation(pitch=-0.020634, yaw=88.072304, roll=0.000024)"
