Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
3968,130.14155078679323,135,vehicle.lincoln.mkz_2017,"Location(x=-3.417111, y=115.197929, z=0.252478)","Rotation(pitch=-0.023496, yaw=-79.742256, roll=-0.031372)"
