Frame,Timestamp,ActorID,ActorType,TrafficLightID,TrafficLightPos,ActorVelocity
2808,139.28878372954205,135,vehicle.lincoln.mkz_2017,46,"Location(x=39.129993, y=289.529999, z=0.220000)","[1.2355904593941027, 1.2286646244128365, 1.2111372717411095, 1.2199058163659011, 1.2187542783936802, 1.231124061859466, 1.2183962985042944, 1.2170743387859886, 1.1973485131629382, 1.1947449123357852, 1.1747882964146306, 1.1746701813771254, 1.1604546971187102, 1.1671764910794162, 1.155813024658205, 1.1598685579154797, 1.1442548695885804, 1.1462363183775586, 1.1283733882257931, 1.127919553345524, 1.1087702393130263, 1.110056816202223, 1.0934497127417213, 1.0972761323116802, 1.0819027116330326, 1.0882534440923377, 1.0734858120720052, 1.0739949410403353, 1.0592240667195216, 1.059951906095235, 1.0449603102026759, 1.0450641422802642, 1.027629694952962, 1.0262726748132964, 1.0073540499217901, 1.005318718200763, 0.9837501505876148, 0.9811124583846051, 0.9584445626639934, 0.9567950229327336, 0.9355450698623797, 0.936079933342575, 0.9170925031809058, 0.9198878971169819, 0.9036790172697101, 0.906147347004568, 0.8908597946414702, 0.8974759047001476, 0.8854164549740073, 0.891974297264948, 0.8784560381520665, 0.8847649261322356, 0.8705373476113394, 0.8755450294706059, 0.8586427159981246, 0.8617089462376725, 0.8427803532830455, 0.847427560139871, 0.8281378004122325, 0.8330829047686543, 0.8126481481609376, 0.8173516427553074, 0.7960597416826585, 0.8004532457528142, 0.7851556474037701, 0.7873397095792117, 0.7669657132382259, 0.7809657082786885, 0.7588371483219024, 0.752880806356984, 0.7581298831518987, 0.7540616832568349, 0.7582418523491752, 0.7920445654130446, 0.7662770392800029, 0.777221664082968, 0.7781126658123962, 0.7724031971285646, 0.7465667175329971, 0.719817685594581, 0.7314871197398705, 0.7282666766440818, 0.717056084220107, 0.7550319838283583, 0.7034548860240035, 0.7183098790601095, 0.7304240219474794, 0.7044350393401028, 0.7548743223752002, 0.7626693977587604, 0.8375082001909518, 0.7820489593806079, 0.8774522201465887, 0.8685762843424405, 0.8727828067095633, 0.8541196909185836, 0.8560002122964441, 0.8344572797842444, 0.8338132668962881, 0.8275314597007731, 0.8225444352083985, 0.7792135106727185, 0.7809443625550421, 0.7705593413007528, 0.7647080482498515, 0.7378557353759451, 0.7346418016277679, 0.7435613847904059, 0.718977949265578, 0.6896083065418004, 0.6588809145575728, 0.6813246993656489, 0.6747424968642792, 0.6647015813603401, 0.6750570586831606, 0.6006215096597257, 0.6066388001240217, 0.5816333924991431, 0.6275827584436263, 0.6182410915644821, 0.6609211714169118, 0.660642939168571, 0.6962856458742119, 0.7425274354834933, 0.7755884183629533, 0.7820286411673502, 0.7823726823255113, 0.7444263390163003, 0.7360963278206021, 0.7398532971319464]"
