Frame,Timestamp,ActorID,ActorType,DeltaAcceleration(m/s),ChangePos,MayRapidAcceleration/MayRapiDeceleration
1173,53.758183849044144,135,vehicle.lincoln.mkz_2017,23.373861077195723,"Transform(Location(x=25.677189, y=302.931152, z=0.234127), Rotation(pitch=0.497627, yaw=179.990005, roll=-1.448974))",MayRapidAcceleration
1174,53.8081838497892,135,vehicle.lincoln.mkz_2017,-8.76340794422889,"Transform(Location(x=25.676271, y=302.936127, z=0.266801), Rotation(pitch=0.662248, yaw=179.982147, roll=-1.637939))",MayRapiDeceleration
1175,53.85818385053426,135,vehicle.lincoln.mkz_2017,-7.641397495391493,"Transform(Location(x=25.676514, y=302.936859, z=0.277984), Rotation(pitch=0.618911, yaw=179.985306, roll=-1.407714))",MayRapiDeceleration
1382,64.20818400476128,135,vehicle.lincoln.mkz_2017,15.73970104709649,"Transform(Location(x=3.503113, y=302.417175, z=0.253649), Rotation(pitch=-0.101258, yaw=-169.906677, roll=-0.025848))",MayRapidAcceleration
1383,64.25818400550634,135,vehicle.lincoln.mkz_2017,-13.480363033663107,"Transform(Location(x=3.466922, y=302.408600, z=0.254114), Rotation(pitch=-0.153809, yaw=-169.707413, roll=-0.008636))",MayRapiDeceleration
1508,70.5081840986386,135,vehicle.lincoln.mkz_2017,6.255783166859714,"Transform(Location(x=-2.234478, y=296.039459, z=0.253677), Rotation(pitch=-0.033516, yaw=-110.166687, roll=-0.015076))",MayRapidAcceleration
1509,70.55818409938365,135,vehicle.lincoln.mkz_2017,17.701424525036117,"Transform(Location(x=-2.245826, y=296.003265, z=0.254458), Rotation(pitch=-0.120635, yaw=-109.900368, roll=0.028020))",MayRapidAcceleration
1510,70.60818410012871,135,vehicle.lincoln.mkz_2017,-24.193040983555,"Transform(Location(x=-2.248447, y=295.992462, z=0.254832), Rotation(pitch=-0.162661, yaw=-109.863029, roll=0.032568))",MayRapiDeceleration
1961,93.1581844361499,135,vehicle.lincoln.mkz_2017,8.699191777724652,"Transform(Location(x=-4.207591, y=272.910065, z=0.253950), Rotation(pitch=-0.022157, yaw=-91.243217, roll=0.000724))",MayRapidAcceleration
1962,93.20818443689495,135,vehicle.lincoln.mkz_2017,-8.509169200665706,"Transform(Location(x=-4.207641, y=272.907104, z=0.254014), Rotation(pitch=-0.029479, yaw=-91.242722, roll=0.000745))",MayRapiDeceleration
1989,94.55818445701152,135,vehicle.lincoln.mkz_2017,7.828003903321796,"Transform(Location(x=-4.211013, y=272.644135, z=0.253918), Rotation(pitch=-0.018435, yaw=-91.212517, roll=0.000736))",MayRapidAcceleration
1990,94.60818445775658,135,vehicle.lincoln.mkz_2017,-6.8413540763592815,"Transform(Location(x=-4.211058, y=272.641327, z=0.253962), Rotation(pitch=-0.023462, yaw=-91.211960, roll=0.000715))",MayRapiDeceleration
