Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
7207,318.1309694875963,135,vehicle.lincoln.mkz_2017,"Location(x=130.665527, y=236.383270, z=0.253888)","Rotation(pitch=-0.015047, yaw=129.523285, roll=0.005654)"
