Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
2873,112.93644827976823,135,"(-7.304825782775879,192.3796844482422,15.253756523132324)","(-45.000003814697266,89.99981689453125,2.414836444586399e-06)","(-7.308847427368164,202.38278198242188,0.23412711918354034)","(0.4976065754890442,89.98998260498047,-1.448944330215454)","Vector3D(x=0.252046, y=-0.011703, z=1.141119)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(2.964984304117699e-16,),'hand_brake':False,'gear':0)"
2874,112.98644828051329,135,"(-7.310595512390137,192.3827667236328,15.234127044677734)","(-44.9999885559082,89.9899673461914,0.0)","(-7.303882122039795,202.3837127685547,0.26680049300193787)","(0.6622209548950195,89.98216247558594,-1.637878656387329)","Vector3D(x=0.048163, y=-0.001360, z=0.439711)","('throttle':(0.0,),'brake':(0.15571501851081848,),'steering':(-1.7082018530345522e-05,),'hand_brake':False,'gear':0)"
2875,113.03644828125834,135,"(-7.306994915008545,192.3837127685547,15.266799926757812)","(-45.000003814697266,89.98216247558594,0.0)","(-7.303149700164795,202.38345336914062,0.277983695268631)","(0.6188902258872986,89.9853286743164,-1.4076844453811646)","Vector3D(x=-0.041609, y=0.002486, z=0.103042)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-0.00014003492833580822,),'hand_brake':False,'gear':0)"
2876,113.0864482820034,135,"(-7.305710315704346,192.38345336914062,15.277982711791992)","(-44.9999885559082,89.98533630371094,0.0)","(-7.303416728973389,202.3828887939453,0.27907493710517883)","(0.5120934247970581,89.99042510986328,-1.1142576932907104)","Vector3D(x=-0.047122, y=0.003332, z=-0.043918)","('throttle':(0.0,),'brake':(0.234205961227417,),'steering':(-6.177741397550562e-06,),'hand_brake':False,'gear':0)"
2877,113.13644828274846,135,"(-7.305087566375732,192.3828887939453,15.279074668884277)","(-44.9999885559082,89.99041748046875,-2.4148362172127236e-06)","(-7.30372428894043,202.3822784423828,0.2760007679462433)","(0.39977094531059265,89.99431610107422,-0.856658935546875)","Vector3D(x=-0.039297, y=0.003074, z=-0.095924)","('throttle':(0.0,),'brake':(0.3290908634662628,),'steering':(1.0633098099788185e-05,),'hand_brake':False,'gear':0)"
2878,113.18644828349352,135,"(-7.304716110229492,192.3822784423828,15.2760009765625)","(-44.99999237060547,89.99429321289062,0.0)","(-7.3039703369140625,202.3817138671875,0.27169525623321533)","(0.3020992577075958,89.99681091308594,-0.6518860459327698)","Vector3D(x=-0.030442, y=0.002509, z=-0.103262)","('throttle':(0.0,),'brake':(0.25313785672187805,),'steering':(-9.598895758244907e-07,),'hand_brake':False,'gear':0)"
2879,113.23644828423858,135,"(-7.3045268058776855,192.3817138671875,15.271695137023926)","(-44.9999885559082,89.99678802490234,0.0)","(-7.304152011871338,202.3812713623047,0.2674960792064667)","(0.22385944426059723,89.99825286865234,-0.49423208832740784)","Vector3D(x=-0.023056, y=0.001934, z=-0.091913)","('throttle':(0.0,),'brake':(0.2431393265724182,),'steering':(-9.727045835461468e-06,),'hand_brake':False,'gear':0)"
2880,113.28644828498363,135,"(-7.30445671081543,192.3812713623047,15.267496109008789)","(-44.99998092651367,89.99822998046875,0.0)","(-7.304283142089844,202.3809356689453,0.2639210522174835)","(0.16381524503231049,89.99910736083984,-0.3742370307445526)","Vector3D(x=-0.017353, y=0.001447, z=-0.074737)","('throttle':(0.0,),'brake':(0.2721267342567444,),'steering':(-7.673656909901183e-06,),'hand_brake':False,'gear':0)"
2881,113.3364482857287,135,"(-7.304439067840576,192.3809356689453,15.263920783996582)","(-44.9999885559082,89.99909210205078,0.0)","(-7.304378986358643,202.38072204589844,0.26108989119529724)","(0.11890675872564316,89.99954986572266,-0.28326416015625)","Vector3D(x=-0.013051, y=0.001063, z=-0.057622)","('throttle':(0.0,),'brake':(0.30559617280960083,),'steering':(-4.258418812241871e-06,),'hand_brake':False,'gear':0)"
2882,113.38644828647375,135,"(-7.304457187652588,192.38072204589844,15.261089324951172)","(-44.9999885559082,89.99954986572266,-2.414836444586399e-06)","(-7.304448127746582,202.38052368164062,0.2589467167854309)","(0.08584181219339371,89.99981689453125,-0.21438589692115784)","Vector3D(x=-0.009824, y=0.000773, z=-0.042889)","('throttle':(0.0,),'brake':(0.3397124111652374,),'steering':(-3.2536827347939834e-06,),'hand_brake':False,'gear':0)"
2883,113.43644828721881,135,"(-7.304479598999023,192.38052368164062,15.258946418762207)","(-44.9999885559082,89.99979400634766,-4.829672434425447e-06)","(-7.304498672485352,202.38034057617188,0.25737449526786804)","(0.06174490600824356,89.99996185302734,-0.1622619777917862)","Vector3D(x=-0.007404, y=0.000558, z=-0.031134)","('throttle':(0.0,),'brake':(0.3698660433292389,),'steering':(-1.4535129366777255e-06,),'hand_brake':False,'gear':0)"
2884,113.48644828796387,135,"(-7.304505348205566,192.3803253173828,15.257373809814453)","(-44.9999885559082,89.99993133544922,9.659344868850894e-06)","(-7.30453634262085,202.38023376464844,0.25624728202819824)","(0.04432109370827675,90.00005340576172,-0.1228027418255806)","Vector3D(x=-0.005587, y=0.000402, z=-0.022181)","('throttle':(0.0,),'brake':(0.3860527575016022,),'steering':(-1.8127379917132203e-06,),'hand_brake':False,'gear':0)"
2885,113.53644828870893,135,"(-7.3045268058776855,192.38023376464844,15.256247520446777)","(-45.000003814697266,90.00005340576172,-2.414836444586399e-06)","(-7.304564476013184,202.380126953125,0.2554532289505005)","(0.03176720812916756,90.00008392333984,-0.0929260179400444)","Vector3D(x=-0.004219, y=0.000288, z=-0.015577)","('throttle':(0.0,),'brake':(0.4004759192466736,),'steering':(-1.1130466646136483e-06,),'hand_brake':False,'gear':0)"
