Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
4519,180.00363984936848,135,vehicle.lincoln.mkz_2017,"Location(x=39.350185, y=243.137512, z=0.304522)","Rotation(pitch=2.058346, yaw=139.111908, roll=0.000628)"
