Frame,Timestamp,ActorID,ActorType,SpeedLimitValue(km/h),Velocity
3364,147.09262435883284,135,vehicle.lincoln.mkz_2017,30.0,30.00788921396082
3365,147.1426243595779,135,vehicle.lincoln.mkz_2017,30.0,30.437135450717737
3366,147.19262436032295,135,vehicle.lincoln.mkz_2017,30.0,30.46532431980659
3367,147.242624361068,135,vehicle.lincoln.mkz_2017,30.0,30.587185182215215
3368,147.29262436181307,135,vehicle.lincoln.mkz_2017,30.0,30.372344458068824
3369,147.34262436255813,135,vehicle.lincoln.mkz_2017,30.0,30.334010693156436
3370,147.39262436330318,135,vehicle.lincoln.mkz_2017,30.0,30.01926685142125
