Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
1911,82.97825597273186,135,"(147.0901336669922,306.84332275390625,15.253758430480957)","(-44.99999237060547,-0.0015869135968387127,7.369495291786876e-11)","(157.09280395507812,306.8488464355469,0.23412738740444183)","(0.4976270794868469,-0.009979248978197575,-1.4489744901657104)","Vector3D(x=-0.011703, y=-0.252052, z=1.141127)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-2.8833832841052e-18,),'hand_brake':False,'gear':0)"
1912,83.02825597347692,135,"(147.09280395507812,306.8505859375,15.234127044677734)","(-44.99999237060547,-0.009979247115552425,5.895596233429501e-10)","(157.09371948242188,306.8438720703125,0.26680079102516174)","(0.6622346043586731,-0.0178527794778347,-1.6379395723342896)","Vector3D(x=-0.001360, y=-0.048163, z=0.439711)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(2.8921974622186236e-19,),'hand_brake':False,'gear':0)"
1913,83.07825597422197,135,"(147.09371948242188,306.84698486328125,15.266799926757812)","(-44.99999237060547,-0.01785278134047985,-5.895596233429501e-10)","(157.093505859375,306.8431091308594,0.27798399329185486)","(0.6188902258872986,-0.01467895321547985,-1.407714605331421)","Vector3D(x=0.002488, y=0.041611, z=0.103043)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-0.0002202625182690099,),'hand_brake':False,'gear':0)"
1914,83.12825597496703,135,"(147.093505859375,306.84564208984375,15.277982711791992)","(-44.99999237060547,-0.01467895321547985,0.0)","(157.0928955078125,306.8433837890625,0.27907535433769226)","(0.5121138691902161,-0.009552001021802425,-1.114288330078125)","Vector3D(x=0.003335, y=0.047126, z=-0.043918)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-0.00016095007595140487,),'hand_brake':False,'gear':0)"
1915,83.17825597571209,135,"(147.09288024902344,306.8450622558594,15.279075622558594)","(-44.99999237060547,-0.009552001021802425,2.9477981167147504e-10)","(157.09225463867188,306.8437194824219,0.2760011553764343)","(0.39977094531059265,-0.005676268134266138,-0.8566895127296448)","Vector3D(x=0.003075, y=0.039299, z=-0.095925)","('throttle':(0.0,),'brake':(0.32909640669822693,),'steering':(6.330581527436152e-06,),'hand_brake':False,'gear':0)"
1916,83.22825597645715,135,"(147.09225463867188,306.84466552734375,15.2760009765625)","(-44.99999237060547,-0.005676268134266138,2.9477981167147504e-10)","(157.09170532226562,306.84393310546875,0.2716955542564392)","(0.3020992577075958,-0.0032043459359556437,-0.651885986328125)","Vector3D(x=0.002509, y=0.030443, z=-0.103262)","('throttle':(0.0,),'brake':(0.25313761830329895,),'steering':(2.130989287252305e-06,),'hand_brake':False,'gear':0)"
1917,83.2782559772022,135,"(147.09170532226562,306.844482421875,15.271695137023926)","(-44.99999237060547,-0.003204345004633069,-1.4738990583573752e-10)","(157.0912628173828,306.8441162109375,0.26749616861343384)","(0.22385944426059723,-0.0017395017202943563,-0.49423202872276306)","Vector3D(x=0.001934, y=0.023057, z=-0.091918)","('throttle':(0.0,),'brake':(0.253097802400589,),'steering':(-5.163456535228761e-06,),'hand_brake':False,'gear':0)"
1918,83.32825597794726,135,"(147.0912628173828,306.84442138671875,15.267496109008789)","(-44.99999237060547,-0.0017395016038790345,-7.369495291786876e-11)","(157.09092712402344,306.84423828125,0.26392120122909546)","(0.16381524503231049,-0.0008850098238326609,-0.3742370307445526)","Vector3D(x=0.001446, y=0.017353, z=-0.074737)","('throttle':(0.0,),'brake':(0.2721181809902191,),'steering':(-4.194665052636992e-06,),'hand_brake':False,'gear':0)"
1919,83.37825597869232,135,"(147.09092712402344,306.8443908691406,15.263920783996582)","(-44.99999237060547,-0.0008850095910020173,-3.684747645893438e-11)","(157.09066772460938,306.8443298339844,0.2610898017883301)","(0.11890675872564316,-0.0004272460355423391,-0.2832641303539276)","Vector3D(x=0.001063, y=0.013051, z=-0.057618)","('throttle':(0.0,),'brake':(0.30559659004211426,),'steering':(-3.905274752469268e-06,),'hand_brake':False,'gear':0)"
1920,83.42825597943738,135,"(147.09066772460938,306.8443908691406,15.261088371276855)","(-44.99999237060547,-0.0004272459773346782,0.0)","(157.09046936035156,306.84442138671875,0.25894695520401)","(0.08584181219339371,-0.000152587890625,-0.2143859565258026)","Vector3D(x=0.000773, y=0.009824, z=-0.042888)","('throttle':(0.0,),'brake':(0.3397336006164551,),'steering':(-3.1435001801582985e-06,),'hand_brake':False,'gear':0)"
