Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
1492,59.98159694764763,135,"(11.759822845458984,307.0452575683594,15.253758430480957)","(-44.99999237060547,-0.00018310545419808477,0.0)","(21.76280975341797,307.048828125,0.23412731289863586)","(0.49762022495269775,-0.010009765625,-1.4489744901657104)","Vector3D(x=-0.011703, y=-0.252050, z=1.141126)","('throttle':(0.15700000524520874,),'brake':(0.0,),'steering':(-2.2698052729775568e-17,),'hand_brake':False,'gear':0)"
1493,60.03159694839269,135,"(11.762809753417969,307.0505676269531,15.234127044677734)","(-44.99999237060547,-0.010009764693677425,0.0)","(21.76372718811035,307.0438537597656,0.26680073142051697)","(0.6622346043586731,-0.0178527794778347,-1.637908935546875)","Vector3D(x=-0.001361, y=-0.048165, z=0.439710)","('throttle':(0.0,),'brake':(0.15571367740631104,),'steering':(-5.988273551338352e-05,),'hand_brake':False,'gear':0)"
1494,60.08159694913775,135,"(11.763728141784668,307.0469665527344,15.266799926757812)","(-44.99999237060547,-0.01785278134047985,-5.895596233429501e-10)","(21.76348304748535,307.0430908203125,0.2779839336872101)","(0.6189107298851013,-0.01467895321547985,-1.407684087753296)","Vector3D(x=0.002487, y=0.041610, z=0.103042)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-0.0001604566496098414,),'hand_brake':False,'gear':0)"
1495,60.131596949882805,135,"(11.763482093811035,307.045654296875,15.277982711791992)","(-44.99999237060547,-0.01467895321547985,0.0)","(21.762889862060547,307.0433654785156,0.27907511591911316)","(0.5121207237243652,-0.009552001021802425,-1.1142578125)","Vector3D(x=0.003333, y=0.047123, z=-0.043918)","('throttle':(0.0,),'brake':(0.23420540988445282,),'steering':(-3.4006909118033946e-05,),'hand_brake':False,'gear':0)"
1496,60.18159695062786,135,"(11.76288890838623,307.0450439453125,15.279074668884277)","(-44.99999237060547,-0.009552001021802425,2.9477981167147504e-10)","(21.76226234436035,307.043701171875,0.2760010063648224)","(0.3997846245765686,-0.005676268134266138,-0.8566589951515198)","Vector3D(x=0.003075, y=0.039299, z=-0.095925)","('throttle':(0.0,),'brake':(0.3291025161743164,),'steering':(5.15527881361777e-06,),'hand_brake':False,'gear':0)"
1497,60.23159695137292,135,"(11.762261390686035,307.044677734375,15.2760009765625)","(-44.99999237060547,-0.005676268134266138,2.9477981167147504e-10)","(21.7617130279541,307.0439147949219,0.27169540524482727)","(0.30211973190307617,-0.0032043459359556437,-0.651885986328125)","Vector3D(x=0.002509, y=0.030443, z=-0.103260)","('throttle':(0.0,),'brake':(0.2531367242336273,),'steering':(-7.914920388429891e-06,),'hand_brake':False,'gear':0)"
1498,60.28159695211798,135,"(11.761712074279785,307.0444641113281,15.271695137023926)","(-44.99999237060547,-0.003204345004633069,-1.4738990583573752e-10)","(21.761272430419922,307.0440979003906,0.2674960792064667)","(0.223866268992424,-0.0017395017202943563,-0.49423202872276306)","Vector3D(x=0.001934, y=0.023056, z=-0.091917)","('throttle':(0.0,),'brake':(0.2430669665336609,),'steering':(-1.003423585643759e-05,),'hand_brake':False,'gear':0)"
1499,60.33159695286304,135,"(11.761271476745605,307.04437255859375,15.267496109008789)","(-44.99999237060547,-0.0017395016038790345,-7.369495291786876e-11)","(21.760934829711914,307.0442199707031,0.2639210820198059)","(0.16382208466529846,-0.0008850098238326609,-0.3742370307445526)","Vector3D(x=0.001447, y=0.017353, z=-0.074736)","('throttle':(0.0,),'brake':(0.2721194624900818,),'steering':(-3.1979398045223206e-06,),'hand_brake':False,'gear':0)"
1500,60.381596953608096,135,"(11.760934829711914,307.04437255859375,15.263920783996582)","(-44.99999237060547,-0.0008850095910020173,-3.684747645893438e-11)","(21.76068115234375,307.0443115234375,0.2610897719860077)","(0.11890675872564316,-0.0004272460355423391,-0.2832641303539276)","Vector3D(x=0.001063, y=0.013051, z=-0.057618)","('throttle':(0.0,),'brake':(0.30562713742256165,),'steering':(-1.7936281437869184e-06,),'hand_brake':False,'gear':0)"
1501,60.431596954353154,135,"(11.76068115234375,307.04437255859375,15.261088371276855)","(-44.99999237060547,-0.0004272459773346782,0.0)","(21.760494232177734,307.04437255859375,0.25894683599472046)","(0.08585547655820847,-0.00015258787607308477,-0.2143859565258026)","Vector3D(x=0.000773, y=0.009824, z=-0.042889)","('throttle':(0.0,),'brake':(0.3396979868412018,),'steering':(-2.1244791241770145e-06,),'hand_brake':False,'gear':0)"
1502,60.48159695509821,135,"(11.760494232177734,307.04437255859375,15.258946418762207)","(-44.99999237060547,-0.00015258784696925431,0.0)","(21.760358810424805,307.04443359375,0.25737452507019043)","(0.06174490600824356,-3.0517578125e-05,-0.162261962890625)","Vector3D(x=0.000558, y=0.007404, z=-0.031134)","('throttle':(0.0,),'brake':(0.36987853050231934,),'steering':(-1.3452098528432543e-06,),'hand_brake':False,'gear':0)"
1503,60.53159695584327,135,"(11.760358810424805,307.04443359375,15.257373809814453)","(-44.99999237060547,-3.0517569030052982e-05,0.0)","(21.76026153564453,307.0444641113281,0.25624725222587585)","(0.04432109370827675,5.58557512704283e-05,-0.1228027269244194)","Vector3D(x=0.000402, y=0.005587, z=-0.022185)","('throttle':(0.0,),'brake':(0.38605329394340515,),'steering':(-5.999460199745954e-07,),'hand_brake':False,'gear':0)"
1504,60.58159695658833,135,"(11.760260581970215,307.0444641113281,15.256247520446777)","(-44.99999237060547,-3.0517569030052982e-05,0.0)","(21.76018714904785,307.04449462890625,0.2554531395435333)","(0.03176720812916756,9.822507126955315e-05,-0.0929260104894638)","Vector3D(x=0.000288, y=0.004219, z=-0.015577)","('throttle':(0.0,),'brake':(0.40047088265419006,),'steering':(-1.4818158433627104e-07,),'hand_brake':False,'gear':0)"
1505,60.631596957333386,135,"(11.760186195373535,307.0444641113281,15.255452156066895)","(-44.99999237060547,9.822502761380747e-05,4.6059345573667976e-12)","(21.760135650634766,307.0445251464844,0.2549018859863281)","(0.022730868309736252,0.00012125469220336527,-0.070343017578125)","Vector3D(x=0.000207, y=0.003188, z=-0.010807)","('throttle':(0.0,),'brake':(0.34062492847442627,),'steering':(-1.5328819813476002e-07,),'hand_brake':False,'gear':0)"
