Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
2464,116.76634260453284,135,vehicle.lincoln.mkz_2017,"Location(x=189.909119, y=233.776047, z=0.253860)","Rotation(pitch=-0.011871, yaw=89.956711, roll=0.000016)"
