Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
5682,250.51818457618356,135,vehicle.lincoln.mkz_2017,"Location(x=106.330986, y=108.006943, z=0.253880)","Rotation(pitch=-0.014009, yaw=177.096191, roll=0.000313)"
