Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
4056,160.58096713991836,135,"(60.5300178527832,105.43547821044922,15.253758430480957)","(-44.99998092651367,-179.9998016357422,0.0)","(50.52718734741211,105.43113708496094,0.23412738740444183)","(0.49762022495269775,179.989990234375,-1.4489744901657104)","Vector3D(x=0.011703, y=0.252050, z=1.141126)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(1.024315037290494e-15,),'hand_brake':False,'gear':0)"
4057,160.63096714066342,135,"(60.52718734741211,105.42938995361328,15.234127044677734)","(-44.99999237060547,179.989990234375,0.0)","(50.52626037597656,105.43608856201172,0.2668006420135498)","(0.6622346043586731,179.98214721679688,-1.6379088163375854)","Vector3D(x=0.001361, y=0.048166, z=0.439710)","('throttle':(0.0,),'brake':(0.1557108610868454,),'steering':(-4.938660640618764e-05,),'hand_brake':False,'gear':0)"
4058,160.68096714140847,135,"(60.5262565612793,105.43297576904297,15.266799926757812)","(-44.99998092651367,179.98214721679688,0.0)","(50.52650451660156,105.43683624267578,0.27798399329185486)","(0.6189107298851013,179.9853057861328,-1.4077144861221313)","Vector3D(x=-0.002485, y=-0.041609, z=0.103041)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-5.986911855870858e-05,),'hand_brake':False,'gear':0)"
4059,160.73096714215353,135,"(60.5265007019043,105.43427276611328,15.277982711791992)","(-44.99998092651367,179.9853057861328,0.0)","(50.527099609375,105.43657684326172,0.27907508611679077)","(0.5121207237243652,179.9904327392578,-1.1142578125)","Vector3D(x=-0.003332, y=-0.047122, z=-0.043918)","('throttle':(0.0,),'brake':(0.23419015109539032,),'steering':(9.93909634416923e-06,),'hand_brake':False,'gear':0)"
4060,160.7809671428986,135,"(60.527099609375,105.43489837646484,15.279074668884277)","(-44.99998092651367,179.9904327392578,0.0)","(50.52772521972656,105.43626403808594,0.2760010063648224)","(0.3997846245765686,179.99432373046875,-0.8566588759422302)","Vector3D(x=-0.003075, y=-0.039299, z=-0.095925)","('throttle':(0.0,),'brake':(0.3291041851043701,),'steering':(5.75649075074125e-08,),'hand_brake':False,'gear':0)"
4061,160.83096714364365,135,"(60.5277214050293,105.43527221679688,15.2760009765625)","(-44.99998092651367,179.9943084716797,5.895596233429501e-10)","(50.52827072143555,105.4360122680664,0.27169540524482727)","(0.30211973190307617,179.99676513671875,-0.6518859267234802)","Vector3D(x=-0.002509, y=-0.030443, z=-0.103259)","('throttle':(0.0,),'brake':(0.2531360685825348,),'steering':(-9.708178367873188e-06,),'hand_brake':False,'gear':0)"
4062,160.8809671443887,135,"(60.52827072143555,105.4354476928711,15.271695137023926)","(-44.99997329711914,179.99676513671875,0.0)","(50.52871322631836,105.43582916259766,0.2674960792064667)","(0.223866268992424,179.99826049804688,-0.49423202872276306)","Vector3D(x=-0.001934, y=-0.023057, z=-0.091916)","('throttle':(0.0,),'brake':(0.24314568936824799,),'steering':(-1.0685190318326931e-05,),'hand_brake':False,'gear':0)"
4063,160.93096714513376,135,"(60.528709411621094,105.4355239868164,15.267496109008789)","(-44.99998092651367,179.99826049804688,0.0)","(50.529052734375,105.43569946289062,0.2639210522174835)","(0.16382208466529846,179.9990997314453,-0.3742370009422302)","Vector3D(x=-0.001447, y=-0.017354, z=-0.074736)","('throttle':(0.0,),'brake':(0.27212101221084595,),'steering':(-6.459382348111831e-06,),'hand_brake':False,'gear':0)"
4064,160.98096714587882,135,"(60.529052734375,105.43553161621094,15.263920783996582)","(-44.99998092651367,179.9990997314453,-3.684747645893438e-11)","(50.52930450439453,105.43560028076172,0.26108986139297485)","(0.11890675872564316,179.9995574951172,-0.28326407074928284)","Vector3D(x=-0.001063, y=-0.013050, z=-0.057618)","('throttle':(0.0,),'brake':(0.3056267201900482,),'steering':(-2.0685242816398386e-06,),'hand_brake':False,'gear':0)"
4065,161.03096714662388,135,"(60.52930450439453,105.4355239868164,15.261089324951172)","(-44.99999237060547,179.99952697753906,0.0)","(50.52949142456055,105.43553161621094,0.25894689559936523)","(0.08585547655820847,179.9998016357422,-0.21438592672348022)","Vector3D(x=-0.000773, y=-0.009824, z=-0.042888)","('throttle':(0.0,),'brake':(0.3396986424922943,),'steering':(-2.3675027023273287e-06,),'hand_brake':False,'gear':0)"
