Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
3032,150.9965994125232,135,vehicle.lincoln.mkz_2017,"Location(x=184.163162, y=300.296936, z=0.305497)","Rotation(pitch=-0.015354, yaw=151.275360, roll=-3.812531)"
