Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
2564,116.65040146512911,135,vehicle.lincoln.mkz_2017,"Location(x=107.626831, y=189.916016, z=0.253921)","Rotation(pitch=-0.018831, yaw=-176.920181, roll=0.000018)"
