Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
1367,38.359221993014216,135,"(60.5301399230957,105.43504333496094,15.253758430480957)","(-44.99999237060547,179.99989318847656,-4.6059345573667976e-12)","(50.52718734741211,105.43113708496094,0.23412753641605377)","(0.4976270794868469,179.99002075195312,-1.4489742517471313)","Vector3D(x=0.011703, y=0.252054, z=1.141129)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(4.246275095387069e-17,),'hand_brake':False,'gear':0)"
1368,38.409221993759274,135,"(60.52718734741211,105.42938995361328,15.23412799835205)","(-44.99998092651367,179.99002075195312,1.1791192466859002e-09)","(50.52626037597656,105.43608856201172,0.2668008506298065)","(0.6622482538223267,179.98216247558594,-1.637939453125)","Vector3D(x=0.001360, y=0.048164, z=0.439711)","('throttle':(0.0,),'brake':(0.15571343898773193,),'steering':(-9.770009455678519e-06,),'hand_brake':False,'gear':0)"
1369,38.45922199450433,135,"(60.5262565612793,105.43297576904297,15.266799926757812)","(-44.99998092651367,179.98216247558594,-5.895596233429501e-10)","(50.52650451660156,105.43683624267578,0.2779842019081116)","(0.6189175844192505,179.9853057861328,-1.4077144861221313)","Vector3D(x=-0.002485, y=-0.041609, z=0.103042)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-2.4622200726298615e-05,),'hand_brake':False,'gear':0)"
1370,38.50922199524939,135,"(60.5265007019043,105.43427276611328,15.277984619140625)","(-44.99998092651367,179.9853057861328,0.0)","(50.527099609375,105.43657684326172,0.2790752649307251)","(0.5121275782585144,179.9904327392578,-1.114288330078125)","Vector3D(x=-0.003331, y=-0.047122, z=-0.043919)","('throttle':(0.0,),'brake':(0.23414137959480286,),'steering':(6.236042099772021e-05,),'hand_brake':False,'gear':0)"
1371,38.55922199599445,135,"(60.527099609375,105.43489837646484,15.279075622558594)","(-44.99998092651367,179.9904327392578,0.0)","(50.52772521972656,105.43626403808594,0.2760011851787567)","(0.3997914493083954,179.9943389892578,-0.8566895127296448)","Vector3D(x=-0.003074, y=-0.039299, z=-0.095926)","('throttle':(0.0,),'brake':(0.3291037678718567,),'steering':(3.246305277571082e-05,),'hand_brake':False,'gear':0)"
1372,38.60922199673951,135,"(60.5277214050293,105.43527221679688,15.2760009765625)","(-44.99998092651367,179.9943084716797,2.9477981167147504e-10)","(50.52827072143555,105.4360122680664,0.2716955244541168)","(0.30212655663490295,179.99681091308594,-0.651885986328125)","Vector3D(x=-0.002509, y=-0.030444, z=-0.103261)","('throttle':(0.0,),'brake':(0.253095418214798,),'steering':(-9.598570613889024e-06,),'hand_brake':False,'gear':0)"
1373,38.659221997484565,135,"(60.52827072143555,105.43545532226562,15.271695137023926)","(-44.99999237060547,179.99681091308594,-1.4738990583573752e-10)","(50.52871322631836,105.43582916259766,0.26749616861343384)","(0.223866268992424,179.998291015625,-0.49426254630088806)","Vector3D(x=-0.001934, y=-0.023057, z=-0.091917)","('throttle':(0.0,),'brake':(0.243098184466362,),'steering':(-8.815509318083059e-06,),'hand_brake':False,'gear':0)"
1374,38.70922199822962,135,"(60.528709411621094,105.4355239868164,15.267496109008789)","(-44.99999237060547,179.998291015625,0.0)","(50.529052734375,105.43569946289062,0.26392117142677307)","(0.16382890939712524,179.99911499023438,-0.374267578125)","Vector3D(x=-0.001447, y=-0.017354, z=-0.074738)","('throttle':(0.0,),'brake':(0.27207833528518677,),'steering':(-6.250435035326518e-06,),'hand_brake':False,'gear':0)"
1375,38.75922199897468,135,"(60.529052734375,105.435546875,15.263920783996582)","(-44.99998092651367,179.9990997314453,0.0)","(50.52930450439453,105.43560028076172,0.2610897421836853)","(0.11891358345746994,179.9995880126953,-0.28326416015625)","Vector3D(x=-0.001063, y=-0.013050, z=-0.057618)","('throttle':(0.0,),'brake':(0.3056236803531647,),'steering':(-3.2080893106467556e-06,),'hand_brake':False,'gear':0)"
1376,38.80922199971974,135,"(60.52930450439453,105.4355239868164,15.261088371276855)","(-44.99997329711914,179.9995574951172,0.0)","(50.52949142456055,105.43553161621094,0.25894686579704285)","(0.08585547655820847,179.99981689453125,-0.2143859565258026)","Vector3D(x=-0.000773, y=-0.009824, z=-0.042887)","('throttle':(0.0,),'brake':(0.3396996855735779,),'steering':(-1.7076032463592128e-06,),'hand_brake':False,'gear':0)"
