Frame,Timestamp,ActorID,ActorType,DeltaAcceleration(m/s),ChangePos,MayRapidAcceleration/MayRapiDeceleration
2885,113.10171298263595,135,vehicle.lincoln.mkz_2017,23.373832874862284,"Transform(Location(x=48.197186, y=105.771141, z=0.234127), Rotation(pitch=0.497627, yaw=179.989990, roll=-1.448974))",MayRapidAcceleration
2886,113.151712983381,135,vehicle.lincoln.mkz_2017,-8.763393283134064,"Transform(Location(x=48.196259, y=105.776093, z=0.266801), Rotation(pitch=0.662248, yaw=179.982147, roll=-1.637939))",MayRapiDeceleration
2887,113.20171298412606,135,vehicle.lincoln.mkz_2017,-7.64137754453388,"Transform(Location(x=48.196503, y=105.776833, z=0.277984), Rotation(pitch=0.618911, yaw=179.985306, roll=-1.407714))",MayRapiDeceleration
2918,114.75171300722286,135,vehicle.lincoln.mkz_2017,6.250968149331492,"Transform(Location(x=48.192841, y=105.775429, z=0.253626), Rotation(pitch=0.015511, yaw=179.999924, roll=-0.000427))",MayRapidAcceleration
2933,115.50171301839873,135,vehicle.lincoln.mkz_2017,13.456564726630603,"Transform(Location(x=47.468441, y=105.774048, z=0.253768), Rotation(pitch=-0.001223, yaw=-179.956207, roll=-0.000397))",MayRapidAcceleration
2934,115.55171301914379,135,vehicle.lincoln.mkz_2017,-14.991846623759754,"Transform(Location(x=47.444817, y=105.774284, z=0.254166), Rotation(pitch=-0.046999, yaw=-179.966125, roll=0.003566))",MayRapiDeceleration
2937,115.70171302137896,135,vehicle.lincoln.mkz_2017,12.776420637072121,"Transform(Location(x=47.319340, y=105.774910, z=0.254007), Rotation(pitch=-0.028714, yaw=179.956528, roll=-0.001526))",MayRapidAcceleration
2938,115.75171302212402,135,vehicle.lincoln.mkz_2017,-10.595740238541184,"Transform(Location(x=47.317932, y=105.774887, z=0.254459), Rotation(pitch=-0.080753, yaw=179.955551, roll=-0.001099))",MayRapiDeceleration
2967,117.2017130437307,135,vehicle.lincoln.mkz_2017,-6.2639695384313425,"Transform(Location(x=47.262558, y=105.775360, z=0.253832), Rotation(pitch=-0.008572, yaw=179.920471, roll=0.000358))",MayRapiDeceleration
3038,120.75171309662983,135,vehicle.lincoln.mkz_2017,8.877437057093847,"Transform(Location(x=41.131298, y=105.505577, z=0.254528), Rotation(pitch=-0.088745, yaw=-177.711441, roll=0.001022))",MayRapidAcceleration
3039,120.80171309737489,135,vehicle.lincoln.mkz_2017,-8.894306654851874,"Transform(Location(x=41.099510, y=105.504051, z=0.255655), Rotation(pitch=-0.218416, yaw=-177.742737, roll=-0.001312))",MayRapiDeceleration
