Frame,Timestamp,VehicleID,Spectator_Location,Spectator_Rotation,Vehicle_Location,Vehicle_Rotation,Vehicle_Velocity,Vehicle_Control
977,37.30040028272197,135,"(189.9047393798828,125.15978240966797,15.253758430480957)","(-45.000003814697266,89.99978637695312,0.0)","(189.90115356445312,135.16281127929688,0.23412714898586273)","(0.49762022495269775,89.98998260498047,-1.4489442110061646)","Vector3D(x=0.252048, y=-0.011703, z=1.141120)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(1.754215398159023e-15,),'hand_brake':False,'gear':0)"
978,37.350400283467025,135,"(189.89938354492188,125.16281127929688,15.234127044677734)","(-44.9999885559082,89.9899673461914,0.0)","(189.9061279296875,135.16372680664062,0.26680049300193787)","(0.6622346043586731,89.98216247558594,-1.637909173965454)","Vector3D(x=0.048164, y=-0.001361, z=0.439711)","('throttle':(0.0,),'brake':(0.15571370720863342,),'steering':(-6.003760063322261e-05,),'hand_brake':False,'gear':0)"
979,37.40040028421208,135,"(189.9029998779297,125.16372680664062,15.266799926757812)","(-45.000003814697266,89.98216247558594,0.0)","(189.90687561035156,135.1634979248047,0.277983695268631)","(0.6188902258872986,89.9853286743164,-1.4076844453811646)","Vector3D(x=-0.041609, y=0.002486, z=0.103043)","('throttle':(0.0,),'brake':(0.14499999582767487,),'steering':(-0.00014706299407407641,),'hand_brake':False,'gear':0)"
980,37.45040028495714,135,"(189.90431213378906,125.16349029541016,15.277982711791992)","(-44.9999885559082,89.98533630371094,0.0)","(189.90660095214844,135.16290283203125,0.2790747284889221)","(0.5121207237243652,89.99042510986328,-1.1142579317092896)","Vector3D(x=-0.047121, y=0.003331, z=-0.043918)","('throttle':(0.0,),'brake':(0.23420275747776031,),'steering':(7.412570994347334e-05,),'hand_brake':False,'gear':0)"
981,37.5004002857022,135,"(189.90492248535156,125.16289520263672,15.279074668884277)","(-44.9999885559082,89.99041748046875,-2.4148362172127236e-06)","(189.90626525878906,135.16224670410156,0.2760005593299866)","(0.3997846245765686,89.99433135986328,-0.856658935546875)","Vector3D(x=-0.039298, y=0.003074, z=-0.095922)","('throttle':(0.0,),'brake':(0.32914286851882935,),'steering':(1.6452560885227285e-05,),'hand_brake':False,'gear':0)"
982,37.55040028644726,135,"(189.9052734375,125.16224670410156,15.2760009765625)","(-44.9999885559082,89.99433135986328,-4.829672434425447e-06)","(189.9060516357422,135.16171264648438,0.2716951072216034)","(0.30212655663490295,89.99681091308594,-0.651885986328125)","Vector3D(x=-0.030443, y=0.002509, z=-0.103262)","('throttle':(0.0,),'brake':(0.2531467080116272,),'steering':(-2.5116610231634695e-06,),'hand_brake':False,'gear':0)"
983,37.600400287192315,135,"(189.90550231933594,125.16170501708984,15.271695137023926)","(-44.9999885559082,89.99678802490234,0.0)","(189.90586853027344,135.1612548828125,0.2674960792064667)","(0.223866268992424,89.99825286865234,-0.49423208832740784)","Vector3D(x=-0.023057, y=0.001934, z=-0.091915)","('throttle':(0.0,),'brake':(0.24309661984443665,),'steering':(-5.7272868616564665e-06,),'hand_brake':False,'gear':0)"
984,37.65040028793737,135,"(189.9055633544922,125.16124725341797,15.267496109008789)","(-44.99998092651367,89.99822998046875,0.0)","(189.90573120117188,135.16091918945312,0.26392099261283875)","(0.16382208466529846,89.99910736083984,-0.374237060546875)","Vector3D(x=-0.017353, y=0.001447, z=-0.074736)","('throttle':(0.0,),'brake':(0.272121399641037,),'steering':(-4.232392711855937e-06,),'hand_brake':False,'gear':0)"
985,37.70040028868243,135,"(189.90557861328125,125.1609115600586,15.263920783996582)","(-44.9999885559082,89.99909210205078,0.0)","(189.90565490722656,135.16065979003906,0.2610897719860077)","(0.11891358345746994,89.99957275390625,-0.28326416015625)","Vector3D(x=-0.013051, y=0.001063, z=-0.057618)","('throttle':(0.0,),'brake':(0.3056277632713318,),'steering':(-3.39237044499896e-06,),'hand_brake':False,'gear':0)"
986,37.75040028942749,135,"(189.90557861328125,125.16065979003906,15.261088371276855)","(-44.9999885559082,89.99954986572266,-2.4148362172127236e-06)","(189.90557861328125,135.1604766845703,0.25894689559936523)","(0.08585547655820847,89.99981689453125,-0.21438589692115784)","Vector3D(x=-0.009824, y=0.000773, z=-0.042888)","('throttle':(0.0,),'brake':(0.3397172689437866,),'steering':(-1.913102778416942e-06,),'hand_brake':False,'gear':0)"
