Frame,Timestamp,ActorID,ActorType,NoResponseLocation,NoResponseRotation
2825,101.89747535903007,135,vehicle.lincoln.mkz_2017,"Location(x=190.615021, y=189.734192, z=0.253970)","Rotation(pitch=-0.024445, yaw=-118.583801, roll=-0.004517)"
